Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2015;5.142,3
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2014;4.807,2
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2013;4.737,4
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2012;4.686,8
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2011;4.537,9
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2010;4.536,2
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2009;4.621,9
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2008;4.625,5
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2007;3.807,6
Jornada a tiempo completo;13 Madrid, Comunidad de;10;2006;3.779,3
Jornada a tiempo completo;14 Murcia, Región de;Total;2024;2.306,1
Jornada a tiempo completo;14 Murcia, Región de;Total;2023;2.206,7
Jornada a tiempo completo;14 Murcia, Región de;Total;2022;2.052,6
Jornada a tiempo completo;14 Murcia, Región de;Total;2021;2.061,7
Jornada a tiempo completo;14 Murcia, Región de;Total;2020;2.018,2
Jornada a tiempo completo;14 Murcia, Región de;Total;2019;1.995,7
Jornada a tiempo completo;14 Murcia, Región de;Total;2018;1.947,4
Jornada a tiempo completo;14 Murcia, Región de;Total;2017;1.869,3
Jornada a tiempo completo;14 Murcia, Región de;Total;2016;1.815,3
Jornada a tiempo completo;14 Murcia, Región de;Total;2015;1.933,8
Jornada a tiempo completo;14 Murcia, Región de;Total;2014;1.881,6
Jornada a tiempo completo;14 Murcia, Región de;Total;2013;1.773,8
Jornada a tiempo completo;14 Murcia, Región de;Total;2012;1.925,1
Jornada a tiempo completo;14 Murcia, Región de;Total;2011;1.879,9
Jornada a tiempo completo;14 Murcia, Región de;Total;2010;1.777,5
Jornada a tiempo completo;14 Murcia, Región de;Total;2009;1.869,1
Jornada a tiempo completo;14 Murcia, Región de;Total;2008;1.765,9
Jornada a tiempo completo;14 Murcia, Región de;Total;2007;1.534,2
Jornada a tiempo completo;14 Murcia, Región de;Total;2006;1.507,9
Jornada a tiempo completo;14 Murcia, Región de;1;2024;975,3
Jornada a tiempo completo;14 Murcia, Región de;1;2023;904,6
Jornada a tiempo completo;14 Murcia, Región de;1;2022;913,2
Jornada a tiempo completo;14 Murcia, Región de;1;2021;762,1
Jornada a tiempo completo;14 Murcia, Región de;1;2020;736,2
Jornada a tiempo completo;14 Murcia, Región de;1;2019;736,7
Jornada a tiempo completo;14 Murcia, Región de;1;2018;717,1
Jornada a tiempo completo;14 Murcia, Región de;1;2017;619,8
Jornada a tiempo completo;14 Murcia, Región de;1;2016;636,6
Jornada a tiempo completo;14 Murcia, Región de;1;2015;575,1
Jornada a tiempo completo;14 Murcia, Región de;1;2014;561,2
Jornada a tiempo completo;14 Murcia, Región de;1;2013;547,5
Jornada a tiempo completo;14 Murcia, Región de;1;2012;574,9
Jornada a tiempo completo;14 Murcia, Región de;1;2011;632,5
Jornada a tiempo completo;14 Murcia, Región de;1;2010;590,5
Jornada a tiempo completo;14 Murcia, Región de;1;2009;581,2
Jornada a tiempo completo;14 Murcia, Región de;1;2008;622,4
Jornada a tiempo completo;14 Murcia, Región de;1;2007;604,4
Jornada a tiempo completo;14 Murcia, Región de;1;2006;546,7
Jornada a tiempo completo;14 Murcia, Región de;2;2024;1.301,3
Jornada a tiempo completo;14 Murcia, Región de;2;2023;1.251,3
Jornada a tiempo completo;14 Murcia, Región de;2;2022;1.166,2
Jornada a tiempo completo;14 Murcia, Región de;2;2021;1.061,4
Jornada a tiempo completo;14 Murcia, Región de;2;2020;1.019,3
Jornada a tiempo completo;14 Murcia, Región de;2;2019;1.019,5
Jornada a tiempo completo;14 Murcia, Región de;2;2018;935,0
Jornada a tiempo completo;14 Murcia, Región de;2;2017;874,2
Jornada a tiempo completo;14 Murcia, Región de;2;2016;877,4
Jornada a tiempo completo;14 Murcia, Región de;2;2015;867,7
Jornada a tiempo completo;14 Murcia, Región de;2;2014;848,3
Jornada a tiempo completo;14 Murcia, Región de;2;2013;834,4
Jornada a tiempo completo;14 Murcia, Región de;2;2012;859,1
Jornada a tiempo completo;14 Murcia, Región de;2;2011;883,9
Jornada a tiempo completo;14 Murcia, Región de;2;2010;927,9
Jornada a tiempo completo;14 Murcia, Región de;2;2009;898,2
Jornada a tiempo completo;14 Murcia, Región de;2;2008;902,3
Jornada a tiempo completo;14 Murcia, Región de;2;2007;859,6
Jornada a tiempo completo;14 Murcia, Región de;2;2006;812,7
Jornada a tiempo completo;14 Murcia, Región de;3;2024;1.497,1
Jornada a tiempo completo;14 Murcia, Región de;3;2023;1.430,3
Jornada a tiempo completo;14 Murcia, Región de;3;2022;1.337,4
Jornada a tiempo completo;14 Murcia, Región de;3;2021;1.253,2
Jornada a tiempo completo;14 Murcia, Región de;3;2020;1.240,9
Jornada a tiempo completo;14 Murcia, Región de;3;2019;1.224,4
Jornada a tiempo completo;14 Murcia, Región de;3;2018;1.153,0
Jornada a tiempo completo;14 Murcia, Región de;3;2017;1.127,1
Jornada a tiempo completo;14 Murcia, Región de;3;2016;1.120,1
Jornada a tiempo completo;14 Murcia, Región de;3;2015;1.101,0
Jornada a tiempo completo;14 Murcia, Región de;3;2014;1.101,8
Jornada a tiempo completo;14 Murcia, Región de;3;2013;1.102,8
Jornada a tiempo completo;14 Murcia, Región de;3;2012;1.117,3
Jornada a tiempo completo;14 Murcia, Región de;3;2011;1.108,7
Jornada a tiempo completo;14 Murcia, Región de;3;2010;1.123,8
Jornada a tiempo completo;14 Murcia, Región de;3;2009;1.092,2
Jornada a tiempo completo;14 Murcia, Región de;3;2008;1.109,4
Jornada a tiempo completo;14 Murcia, Región de;3;2007;1.056,7
Jornada a tiempo completo;14 Murcia, Región de;3;2006;1.003,9
Jornada a tiempo completo;14 Murcia, Región de;4;2024;1.681,6
Jornada a tiempo completo;14 Murcia, Región de;4;2023;1.627,5
Jornada a tiempo completo;14 Murcia, Región de;4;2022;1.528,6
Jornada a tiempo completo;14 Murcia, Región de;4;2021;1.453,2
Jornada a tiempo completo;14 Murcia, Región de;4;2020;1.419,0
Jornada a tiempo completo;14 Murcia, Región de;4;2019;1.419,0
Jornada a tiempo completo;14 Murcia, Región de;4;2018;1.358,0
Jornada a tiempo completo;14 Murcia, Región de;4;2017;1.314,8
Jornada a tiempo completo;14 Murcia, Región de;4;2016;1.330,4
Jornada a tiempo completo;14 Murcia, Región de;4;2015;1.307,1
Jornada a tiempo completo;14 Murcia, Región de;4;2014;1.318,2
Jornada a tiempo completo;14 Murcia, Región de;4;2013;1.329,4
Jornada a tiempo completo;14 Murcia, Región de;4;2012;1.323,0
Jornada a tiempo completo;14 Murcia, Región de;4;2011;1.311,7
Jornada a tiempo completo;14 Murcia, Región de;4;2010;1.315,4
Jornada a tiempo completo;14 Murcia, Región de;4;2009;1.298,0
Jornada a tiempo completo;14 Murcia, Región de;4;2008;1.273,0
Jornada a tiempo completo;14 Murcia, Región de;4;2007;1.208,2
Jornada a tiempo completo;14 Murcia, Región de;4;2006;1.146,1
Jornada a tiempo completo;14 Murcia, Región de;5;2024;1.884,0
Jornada a tiempo completo;14 Murcia, Región de;5;2023;1.836,8
Jornada a tiempo completo;14 Murcia, Región de;5;2022;1.703,2
Jornada a tiempo completo;14 Murcia, Región de;5;2021;1.664,1
Jornada a tiempo completo;14 Murcia, Región de;5;2020;1.601,8
Jornada a tiempo completo;14 Murcia, Región de;5;2019;1.591,5
Jornada a tiempo completo;14 Murcia, Región de;5;2018;1.552,2
Jornada a tiempo completo;14 Murcia, Región de;5;2017;1.490,4
Jornada a tiempo completo;14 Murcia, Región de;5;2016;1.492,7
Jornada a tiempo completo;14 Murcia, Región de;5;2015;1.495,4
Jornada a tiempo completo;14 Murcia, Región de;5;2014;1.507,6
Jornada a tiempo completo;14 Murcia, Región de;5;2013;1.499,4
Jornada a tiempo completo;14 Murcia, Región de;5;2012;1.488,3
Jornada a tiempo completo;14 Murcia, Región de;5;2011;1.482,2
Jornada a tiempo completo;14 Murcia, Región de;5;2010;1.471,7
Jornada a tiempo completo;14 Murcia, Región de;5;2009;1.437,7
Jornada a tiempo completo;14 Murcia, Región de;5;2008;1.409,6
Jornada a tiempo completo;14 Murcia, Región de;5;2007;1.332,5
Jornada a tiempo completo;14 Murcia, Región de;5;2006;1.270,5
Jornada a tiempo completo;14 Murcia, Región de;6;2024;2.131,6
Jornada a tiempo completo;14 Murcia, Región de;6;2023;2.065,0
Jornada a tiempo completo;14 Murcia, Región de;6;2022;1.911,3
Jornada a tiempo completo;14 Murcia, Región de;6;2021;1.859,5
Jornada a tiempo completo;14 Murcia, Región de;6;2020;1.806,6
Jornada a tiempo completo;14 Murcia, Región de;6;2019;1.790,6
Jornada a tiempo completo;14 Murcia, Región de;6;2018;1.751,9
Jornada a tiempo completo;14 Murcia, Región de;6;2017;1.686,4
Jornada a tiempo completo;14 Murcia, Región de;6;2016;1.681,5
Jornada a tiempo completo;14 Murcia, Región de;6;2015;1.695,5
Jornada a tiempo completo;14 Murcia, Región de;6;2014;1.710,8
Jornada a tiempo completo;14 Murcia, Región de;6;2013;1.702,7
Jornada a tiempo completo;14 Murcia, Región de;6;2012;1.687,9
Jornada a tiempo completo;14 Murcia, Región de;6;2011;1.674,9
Jornada a tiempo completo;14 Murcia, Región de;6;2010;1.662,7
Jornada a tiempo completo;14 Murcia, Región de;6;2009;1.619,3
Jornada a tiempo completo;14 Murcia, Región de;6;2008;1.575,8
Jornada a tiempo completo;14 Murcia, Región de;6;2007;1.493,7
Jornada a tiempo completo;14 Murcia, Región de;6;2006;1.418,1
Jornada a tiempo completo;14 Murcia, Región de;7;2024;2.452,5
Jornada a tiempo completo;14 Murcia, Región de;7;2023;2.361,9
Jornada a tiempo completo;14 Murcia, Región de;7;2022;2.169,2
Jornada a tiempo completo;14 Murcia, Región de;7;2021;2.143,9
Jornada a tiempo completo;14 Murcia, Región de;7;2020;2.112,1
Jornada a tiempo completo;14 Murcia, Región de;7;2019;2.058,0
Jornada a tiempo completo;14 Murcia, Región de;7;2018;2.012,7
Jornada a tiempo completo;14 Murcia, Región de;7;2017;1.986,5
Jornada a tiempo completo;14 Murcia, Región de;7;2016;1.965,1
Jornada a tiempo completo;14 Murcia, Región de;7;2015;1.949,9
Jornada a tiempo completo;14 Murcia, Región de;7;2014;2.033,7
Jornada a tiempo completo;14 Murcia, Región de;7;2013;1.987,3
Jornada a tiempo completo;14 Murcia, Región de;7;2012;1.955,8
Jornada a tiempo completo;14 Murcia, Región de;7;2011;1.906,7
Jornada a tiempo completo;14 Murcia, Región de;7;2010;1.914,7
Jornada a tiempo completo;14 Murcia, Región de;7;2009;1.863,2
Jornada a tiempo completo;14 Murcia, Región de;7;2008;1.795,8
Jornada a tiempo completo;14 Murcia, Región de;7;2007;1.702,8
Jornada a tiempo completo;14 Murcia, Región de;7;2006;1.613,4
Jornada a tiempo completo;14 Murcia, Región de;8;2024;2.908,3
Jornada a tiempo completo;14 Murcia, Región de;8;2023;2.802,4
Jornada a tiempo completo;14 Murcia, Región de;8;2022;2.612,8
Jornada a tiempo completo;14 Murcia, Región de;8;2021;2.565,9
Jornada a tiempo completo;14 Murcia, Región de;8;2020;2.509,7
Jornada a tiempo completo;14 Murcia, Región de;8;2019;2.452,5
Jornada a tiempo completo;14 Murcia, Región de;8;2018;2.436,2
Jornada a tiempo completo;14 Murcia, Región de;8;2017;2.366,9
Jornada a tiempo completo;14 Murcia, Región de;8;2016;2.349,8
Jornada a tiempo completo;14 Murcia, Región de;8;2015;2.377,1
Jornada a tiempo completo;14 Murcia, Región de;8;2014;2.366,2
Jornada a tiempo completo;14 Murcia, Región de;8;2013;2.367,0
Jornada a tiempo completo;14 Murcia, Región de;8;2012;2.321,9
Jornada a tiempo completo;14 Murcia, Región de;8;2011;2.293,3
Jornada a tiempo completo;14 Murcia, Región de;8;2010;2.290,7
Jornada a tiempo completo;14 Murcia, Región de;8;2009;2.232,5
Jornada a tiempo completo;14 Murcia, Región de;8;2008;2.141,6
Jornada a tiempo completo;14 Murcia, Región de;8;2007;2.026,1
Jornada a tiempo completo;14 Murcia, Región de;8;2006;1.954,0
Jornada a tiempo completo;14 Murcia, Región de;9;2024;3.562,7
Jornada a tiempo completo;14 Murcia, Región de;9;2023;3.394,9
Jornada a tiempo completo;14 Murcia, Región de;9;2022;3.160,8
Jornada a tiempo completo;14 Murcia, Región de;9;2021;3.133,6
Jornada a tiempo completo;14 Murcia, Región de;9;2020;3.199,4
Jornada a tiempo completo;14 Murcia, Región de;9;2019;3.065,5
Jornada a tiempo completo;14 Murcia, Región de;9;2018;2.992,2
Jornada a tiempo completo;14 Murcia, Región de;9;2017;2.995,2
Jornada a tiempo completo;14 Murcia, Región de;9;2016;2.960,6
Jornada a tiempo completo;14 Murcia, Región de;9;2015;2.965,1
Jornada a tiempo completo;14 Murcia, Región de;9;2014;2.982,1
Jornada a tiempo completo;14 Murcia, Región de;9;2013;2.900,9
Jornada a tiempo completo;14 Murcia, Región de;9;2012;2.881,1
Jornada a tiempo completo;14 Murcia, Región de;9;2011;2.831,5
Jornada a tiempo completo;14 Murcia, Región de;9;2010;2.815,9
Jornada a tiempo completo;14 Murcia, Región de;9;2009;2.871,7
Jornada a tiempo completo;14 Murcia, Región de;9;2008;2.674,1
Jornada a tiempo completo;14 Murcia, Región de;9;2007;2.556,3
Jornada a tiempo completo;14 Murcia, Región de;9;2006;2.494,3
Jornada a tiempo completo;14 Murcia, Región de;10;2024;5.298,2
Jornada a tiempo completo;14 Murcia, Región de;10;2023;5.404,2
Jornada a tiempo completo;14 Murcia, Región de;10;2022;4.822,0
Jornada a tiempo completo;14 Murcia, Región de;10;2021;4.869,3
Jornada a tiempo completo;14 Murcia, Región de;10;2020;4.749,4
Jornada a tiempo completo;14 Murcia, Región de;10;2019;4.457,5
Jornada a tiempo completo;14 Murcia, Región de;10;2018;4.565,6
Jornada a tiempo completo;14 Murcia, Región de;10;2017;4.546,9
Jornada a tiempo completo;14 Murcia, Región de;10;2016;4.456,3
Jornada a tiempo completo;14 Murcia, Región de;10;2015;4.458,6
Jornada a tiempo completo;14 Murcia, Región de;10;2014;4.461,9
Jornada a tiempo completo;14 Murcia, Región de;10;2013;4.272,9
Jornada a tiempo completo;14 Murcia, Región de;10;2012;4.468,9
Jornada a tiempo completo;14 Murcia, Región de;10;2011;4.295,9
Jornada a tiempo completo;14 Murcia, Región de;10;2010;4.387,1
Jornada a tiempo completo;14 Murcia, Región de;10;2009;4.190,2
Jornada a tiempo completo;14 Murcia, Región de;10;2008;4.316,4
Jornada a tiempo completo;14 Murcia, Región de;10;2007;3.471,4
Jornada a tiempo completo;14 Murcia, Región de;10;2006;3.429,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2024;2.840,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2023;2.738,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2022;2.576,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2021;2.495,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2020;2.485,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2019;2.471,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2018;2.323,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2017;2.416,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2016;2.352,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2015;2.377,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2014;2.318,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2013;2.368,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2012;2.307,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2011;2.248,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2010;2.315,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2009;2.174,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2008;2.059,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2007;2.042,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;Total;2006;1.959,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2024;986,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2023;930,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2022;848,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2021;763,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2020;686,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2019;..
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2018;720,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2017;591,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2016;541,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2015;556,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2014;547,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2013;..
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2012;577,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2011;606,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2010;650,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2009;642,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2008;674,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2007;530,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;1;2006;608,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2024;1.288,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2023;1.220,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2022;1.104,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2021;1.048,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2020;1.035,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2019;968,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2018;926,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2017;875,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2016;858,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2015;847,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2014;876,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2013;890,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2012;908,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2011;880,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2010;920,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2009;912,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2008;905,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2007;870,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;2;2006;833,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2024;1.503,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2023;1.424,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2022;1.347,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2021;1.276,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2020;1.243,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2019;1.221,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2018;1.137,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2017;1.132,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2016;1.155,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2015;1.095,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2014;1.131,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2013;1.147,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2012;1.129,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2011;1.128,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2010;1.169,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2009;1.113,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2008;1.116,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2007;1.072,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;3;2006;1.001,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2024;1.687,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2023;1.647,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2022;1.521,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2021;1.454,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2020;1.423,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2019;1.422,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2018;1.357,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2017;1.326,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2016;1.341,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2015;1.322,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2014;1.338,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2013;1.313,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2012;1.327,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2011;1.315,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2010;1.325,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2009;1.287,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2008;1.269,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2007;1.197,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;4;2006;1.152,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2024;1.897,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2023;1.823,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2022;1.722,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2021;1.656,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2020;1.596,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2019;1.604,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2018;1.551,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2017;1.489,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2016;1.512,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2015;1.485,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2014;1.513,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2013;1.518,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2012;1.492,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2011;1.477,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2010;1.477,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2009;1.446,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2008;1.418,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2007;1.346,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;5;2006;1.268,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2024;2.138,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2023;2.061,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2022;1.908,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2021;1.862,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2020;1.825,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2019;1.791,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2018;1.778,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2017;1.715,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2016;1.707,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2015;1.715,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2014;1.715,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2013;1.703,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2012;1.692,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2011;1.674,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2010;1.672,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2009;1.645,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2008;1.582,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2007;1.491,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;6;2006;1.417,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2024;2.433,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2023;2.348,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2022;2.206,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2021;2.146,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2020;2.117,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2019;2.062,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2018;1.999,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2017;1.965,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2016;1.974,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2015;1.975,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2014;1.987,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2013;1.977,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2012;1.926,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2011;1.919,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2010;1.937,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2009;1.877,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2008;1.804,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2007;1.706,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;7;2006;1.630,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2024;2.929,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2023;2.783,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2022;2.583,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2021;2.553,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2020;2.557,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2019;2.436,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2018;2.414,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2017;2.358,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2016;2.354,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2015;2.385,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2014;2.410,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2013;2.357,5
