Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2012;2.317,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2011;2.268,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2010;2.313,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2009;2.249,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2008;2.146,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2007;2.037,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;8;2006;1.955,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2024;3.553,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2023;3.473,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2022;3.178,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2021;3.136,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2020;3.141,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2019;3.038,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2018;3.061,1
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2017;2.970,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2016;2.966,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2015;2.950,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2014;2.937,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2013;2.931,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2012;2.856,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2011;2.836,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2010;2.844,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2009;2.752,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2008;2.684,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2007;2.609,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;9;2006;2.440,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2024;5.425,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2023;5.055,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2022;4.595,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2021;4.914,7
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2020;4.855,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2019;4.543,2
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2018;4.374,8
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2017;4.301,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2016;4.401,0
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2015;4.453,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2014;4.530,6
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2013;4.293,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2012;4.462,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2011;4.363,3
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2010;4.513,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2009;4.220,5
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2008;4.004,9
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2007;3.777,4
Jornada a tiempo completo;15 Navarra, Comunidad Foral de;10;2006;3.661,7
Jornada a tiempo completo;16 País Vasco;Total;2024;3.104,3
Jornada a tiempo completo;16 País Vasco;Total;2023;2.944,4
Jornada a tiempo completo;16 País Vasco;Total;2022;2.805,2
Jornada a tiempo completo;16 País Vasco;Total;2021;2.743,3
Jornada a tiempo completo;16 País Vasco;Total;2020;2.564,3
Jornada a tiempo completo;16 País Vasco;Total;2019;2.626,9
Jornada a tiempo completo;16 País Vasco;Total;2018;2.537,4
Jornada a tiempo completo;16 País Vasco;Total;2017;2.526,5
Jornada a tiempo completo;16 País Vasco;Total;2016;2.545,9
Jornada a tiempo completo;16 País Vasco;Total;2015;2.580,7
Jornada a tiempo completo;16 País Vasco;Total;2014;2.454,0
Jornada a tiempo completo;16 País Vasco;Total;2013;2.455,2
Jornada a tiempo completo;16 País Vasco;Total;2012;2.414,5
Jornada a tiempo completo;16 País Vasco;Total;2011;2.383,5
Jornada a tiempo completo;16 País Vasco;Total;2010;2.329,3
Jornada a tiempo completo;16 País Vasco;Total;2009;2.339,6
Jornada a tiempo completo;16 País Vasco;Total;2008;2.365,7
Jornada a tiempo completo;16 País Vasco;Total;2007;2.154,6
Jornada a tiempo completo;16 País Vasco;Total;2006;2.098,4
Jornada a tiempo completo;16 País Vasco;1;2024;923,4
Jornada a tiempo completo;16 País Vasco;1;2023;896,4
Jornada a tiempo completo;16 País Vasco;1;2022;873,8
Jornada a tiempo completo;16 País Vasco;1;2021;779,4
Jornada a tiempo completo;16 País Vasco;1;2020;760,0
Jornada a tiempo completo;16 País Vasco;1;2019;755,8
Jornada a tiempo completo;16 País Vasco;1;2018;689,6
Jornada a tiempo completo;16 País Vasco;1;2017;655,0
Jornada a tiempo completo;16 País Vasco;1;2016;647,0
Jornada a tiempo completo;16 País Vasco;1;2015;630,8
Jornada a tiempo completo;16 País Vasco;1;2014;509,8
Jornada a tiempo completo;16 País Vasco;1;2013;545,7
Jornada a tiempo completo;16 País Vasco;1;2012;593,0
Jornada a tiempo completo;16 País Vasco;1;2011;632,1
Jornada a tiempo completo;16 País Vasco;1;2010;663,3
Jornada a tiempo completo;16 País Vasco;1;2009;612,9
Jornada a tiempo completo;16 País Vasco;1;2008;683,3
Jornada a tiempo completo;16 País Vasco;1;2007;628,9
Jornada a tiempo completo;16 País Vasco;1;2006;605,2
Jornada a tiempo completo;16 País Vasco;2;2024;1.291,5
Jornada a tiempo completo;16 País Vasco;2;2023;1.221,8
Jornada a tiempo completo;16 País Vasco;2;2022;1.139,9
Jornada a tiempo completo;16 País Vasco;2;2021;1.063,3
Jornada a tiempo completo;16 País Vasco;2;2020;1.029,1
Jornada a tiempo completo;16 País Vasco;2;2019;1.033,7
Jornada a tiempo completo;16 País Vasco;2;2018;908,3
Jornada a tiempo completo;16 País Vasco;2;2017;866,3
Jornada a tiempo completo;16 País Vasco;2;2016;866,5
Jornada a tiempo completo;16 País Vasco;2;2015;854,1
Jornada a tiempo completo;16 País Vasco;2;2014;829,4
Jornada a tiempo completo;16 País Vasco;2;2013;866,7
Jornada a tiempo completo;16 País Vasco;2;2012;883,0
Jornada a tiempo completo;16 País Vasco;2;2011;869,3
Jornada a tiempo completo;16 País Vasco;2;2010;914,9
Jornada a tiempo completo;16 País Vasco;2;2009;870,9
Jornada a tiempo completo;16 País Vasco;2;2008;906,5
Jornada a tiempo completo;16 País Vasco;2;2007;867,3
Jornada a tiempo completo;16 País Vasco;2;2006;826,2
Jornada a tiempo completo;16 País Vasco;3;2024;1.496,5
Jornada a tiempo completo;16 País Vasco;3;2023;1.427,7
Jornada a tiempo completo;16 País Vasco;3;2022;1.337,8
Jornada a tiempo completo;16 País Vasco;3;2021;1.263,3
Jornada a tiempo completo;16 País Vasco;3;2020;1.238,1
Jornada a tiempo completo;16 País Vasco;3;2019;1.221,9
Jornada a tiempo completo;16 País Vasco;3;2018;1.157,1
Jornada a tiempo completo;16 País Vasco;3;2017;1.126,6
Jornada a tiempo completo;16 País Vasco;3;2016;1.138,0
Jornada a tiempo completo;16 País Vasco;3;2015;1.104,9
Jornada a tiempo completo;16 País Vasco;3;2014;1.117,3
Jornada a tiempo completo;16 País Vasco;3;2013;1.110,9
Jornada a tiempo completo;16 País Vasco;3;2012;1.127,0
Jornada a tiempo completo;16 País Vasco;3;2011;1.109,4
Jornada a tiempo completo;16 País Vasco;3;2010;1.146,5
Jornada a tiempo completo;16 País Vasco;3;2009;1.120,4
Jornada a tiempo completo;16 País Vasco;3;2008;1.113,4
Jornada a tiempo completo;16 País Vasco;3;2007;1.069,2
Jornada a tiempo completo;16 País Vasco;3;2006;1.015,8
Jornada a tiempo completo;16 País Vasco;4;2024;1.678,5
Jornada a tiempo completo;16 País Vasco;4;2023;1.650,8
Jornada a tiempo completo;16 País Vasco;4;2022;1.531,1
Jornada a tiempo completo;16 País Vasco;4;2021;1.458,2
Jornada a tiempo completo;16 País Vasco;4;2020;1.434,9
Jornada a tiempo completo;16 País Vasco;4;2019;1.424,1
Jornada a tiempo completo;16 País Vasco;4;2018;1.358,1
Jornada a tiempo completo;16 País Vasco;4;2017;1.318,9
Jornada a tiempo completo;16 País Vasco;4;2016;1.327,1
Jornada a tiempo completo;16 País Vasco;4;2015;1.321,3
Jornada a tiempo completo;16 País Vasco;4;2014;1.328,9
Jornada a tiempo completo;16 País Vasco;4;2013;1.323,0
Jornada a tiempo completo;16 País Vasco;4;2012;1.326,2
Jornada a tiempo completo;16 País Vasco;4;2011;1.317,2
Jornada a tiempo completo;16 País Vasco;4;2010;1.319,0
Jornada a tiempo completo;16 País Vasco;4;2009;1.294,1
Jornada a tiempo completo;16 País Vasco;4;2008;1.273,0
Jornada a tiempo completo;16 País Vasco;4;2007;1.209,5
Jornada a tiempo completo;16 País Vasco;4;2006;1.143,1
Jornada a tiempo completo;16 País Vasco;5;2024;1.887,6
Jornada a tiempo completo;16 País Vasco;5;2023;1.842,4
Jornada a tiempo completo;16 País Vasco;5;2022;1.719,0
Jornada a tiempo completo;16 País Vasco;5;2021;1.644,0
Jornada a tiempo completo;16 País Vasco;5;2020;1.612,5
Jornada a tiempo completo;16 País Vasco;5;2019;1.603,8
Jornada a tiempo completo;16 País Vasco;5;2018;1.557,3
Jornada a tiempo completo;16 País Vasco;5;2017;1.503,4
Jornada a tiempo completo;16 País Vasco;5;2016;1.507,0
Jornada a tiempo completo;16 País Vasco;5;2015;1.506,4
Jornada a tiempo completo;16 País Vasco;5;2014;1.504,4
Jornada a tiempo completo;16 País Vasco;5;2013;1.517,3
Jornada a tiempo completo;16 País Vasco;5;2012;1.494,5
Jornada a tiempo completo;16 País Vasco;5;2011;1.490,4
Jornada a tiempo completo;16 País Vasco;5;2010;1.485,0
Jornada a tiempo completo;16 País Vasco;5;2009;1.443,1
Jornada a tiempo completo;16 País Vasco;5;2008;1.407,2
Jornada a tiempo completo;16 País Vasco;5;2007;1.331,2
Jornada a tiempo completo;16 País Vasco;5;2006;1.269,6
Jornada a tiempo completo;16 País Vasco;6;2024;2.153,7
Jornada a tiempo completo;16 País Vasco;6;2023;2.059,6
Jornada a tiempo completo;16 País Vasco;6;2022;1.917,6
Jornada a tiempo completo;16 País Vasco;6;2021;1.875,9
Jornada a tiempo completo;16 País Vasco;6;2020;1.824,2
Jornada a tiempo completo;16 País Vasco;6;2019;1.796,2
Jornada a tiempo completo;16 País Vasco;6;2018;1.757,0
Jornada a tiempo completo;16 País Vasco;6;2017;1.697,7
Jornada a tiempo completo;16 País Vasco;6;2016;1.722,0
Jornada a tiempo completo;16 País Vasco;6;2015;1.705,6
Jornada a tiempo completo;16 País Vasco;6;2014;1.720,7
Jornada a tiempo completo;16 País Vasco;6;2013;1.716,0
Jornada a tiempo completo;16 País Vasco;6;2012;1.696,3
Jornada a tiempo completo;16 País Vasco;6;2011;1.675,0
Jornada a tiempo completo;16 País Vasco;6;2010;1.681,1
Jornada a tiempo completo;16 País Vasco;6;2009;1.626,9
Jornada a tiempo completo;16 País Vasco;6;2008;1.584,7
Jornada a tiempo completo;16 País Vasco;6;2007;1.498,1
Jornada a tiempo completo;16 País Vasco;6;2006;1.420,4
Jornada a tiempo completo;16 País Vasco;7;2024;2.462,3
Jornada a tiempo completo;16 País Vasco;7;2023;2.359,8
Jornada a tiempo completo;16 País Vasco;7;2022;2.180,5
Jornada a tiempo completo;16 País Vasco;7;2021;2.142,2
Jornada a tiempo completo;16 País Vasco;7;2020;2.115,0
Jornada a tiempo completo;16 País Vasco;7;2019;2.063,1
Jornada a tiempo completo;16 País Vasco;7;2018;2.027,9
Jornada a tiempo completo;16 País Vasco;7;2017;1.972,9
Jornada a tiempo completo;16 País Vasco;7;2016;1.980,4
Jornada a tiempo completo;16 País Vasco;7;2015;1.967,6
Jornada a tiempo completo;16 País Vasco;7;2014;2.008,8
Jornada a tiempo completo;16 País Vasco;7;2013;1.981,0
Jornada a tiempo completo;16 País Vasco;7;2012;1.943,6
Jornada a tiempo completo;16 País Vasco;7;2011;1.938,6
Jornada a tiempo completo;16 País Vasco;7;2010;1.919,9
Jornada a tiempo completo;16 País Vasco;7;2009;1.880,5
Jornada a tiempo completo;16 País Vasco;7;2008;1.803,4
Jornada a tiempo completo;16 País Vasco;7;2007;1.707,3
Jornada a tiempo completo;16 País Vasco;7;2006;1.649,4
Jornada a tiempo completo;16 País Vasco;8;2024;2.916,7
Jornada a tiempo completo;16 País Vasco;8;2023;2.774,2
Jornada a tiempo completo;16 País Vasco;8;2022;2.586,9
Jornada a tiempo completo;16 País Vasco;8;2021;2.564,7
Jornada a tiempo completo;16 País Vasco;8;2020;2.538,4
Jornada a tiempo completo;16 País Vasco;8;2019;2.434,0
Jornada a tiempo completo;16 País Vasco;8;2018;2.410,4
Jornada a tiempo completo;16 País Vasco;8;2017;2.375,4
Jornada a tiempo completo;16 País Vasco;8;2016;2.369,0
Jornada a tiempo completo;16 País Vasco;8;2015;2.369,0
Jornada a tiempo completo;16 País Vasco;8;2014;2.378,7
Jornada a tiempo completo;16 País Vasco;8;2013;2.366,0
Jornada a tiempo completo;16 País Vasco;8;2012;2.310,3
Jornada a tiempo completo;16 País Vasco;8;2011;2.283,7
Jornada a tiempo completo;16 País Vasco;8;2010;2.291,2
Jornada a tiempo completo;16 País Vasco;8;2009;2.243,5
Jornada a tiempo completo;16 País Vasco;8;2008;2.134,9
Jornada a tiempo completo;16 País Vasco;8;2007;2.048,0
Jornada a tiempo completo;16 País Vasco;8;2006;1.972,7
Jornada a tiempo completo;16 País Vasco;9;2024;3.598,3
Jornada a tiempo completo;16 País Vasco;9;2023;3.390,8
Jornada a tiempo completo;16 País Vasco;9;2022;3.224,2
Jornada a tiempo completo;16 País Vasco;9;2021;3.195,5
Jornada a tiempo completo;16 País Vasco;9;2020;3.168,6
Jornada a tiempo completo;16 País Vasco;9;2019;3.075,6
Jornada a tiempo completo;16 País Vasco;9;2018;3.032,0
Jornada a tiempo completo;16 País Vasco;9;2017;2.952,0
Jornada a tiempo completo;16 País Vasco;9;2016;2.933,9
Jornada a tiempo completo;16 País Vasco;9;2015;2.975,2
Jornada a tiempo completo;16 País Vasco;9;2014;2.960,6
Jornada a tiempo completo;16 País Vasco;9;2013;2.920,1
Jornada a tiempo completo;16 País Vasco;9;2012;2.833,9
Jornada a tiempo completo;16 País Vasco;9;2011;2.824,6
Jornada a tiempo completo;16 País Vasco;9;2010;2.812,3
Jornada a tiempo completo;16 País Vasco;9;2009;2.833,5
Jornada a tiempo completo;16 País Vasco;9;2008;2.748,8
Jornada a tiempo completo;16 País Vasco;9;2007;2.580,3
Jornada a tiempo completo;16 País Vasco;9;2006;2.466,1
Jornada a tiempo completo;16 País Vasco;10;2024;5.535,8
Jornada a tiempo completo;16 País Vasco;10;2023;5.152,0
Jornada a tiempo completo;16 País Vasco;10;2022;4.960,1
Jornada a tiempo completo;16 País Vasco;10;2021;4.969,0
Jornada a tiempo completo;16 País Vasco;10;2020;4.733,3
Jornada a tiempo completo;16 País Vasco;10;2019;4.666,4
Jornada a tiempo completo;16 País Vasco;10;2018;4.575,9
Jornada a tiempo completo;16 País Vasco;10;2017;4.521,8
Jornada a tiempo completo;16 País Vasco;10;2016;4.593,4
Jornada a tiempo completo;16 País Vasco;10;2015;4.702,5
Jornada a tiempo completo;16 País Vasco;10;2014;4.406,9
Jornada a tiempo completo;16 País Vasco;10;2013;4.582,4
Jornada a tiempo completo;16 País Vasco;10;2012;4.384,2
Jornada a tiempo completo;16 País Vasco;10;2011;4.271,8
Jornada a tiempo completo;16 País Vasco;10;2010;4.266,4
Jornada a tiempo completo;16 País Vasco;10;2009;4.311,9
Jornada a tiempo completo;16 País Vasco;10;2008;4.331,0
Jornada a tiempo completo;16 País Vasco;10;2007;3.660,0
Jornada a tiempo completo;16 País Vasco;10;2006;3.495,5
Jornada a tiempo completo;17 Rioja, La;Total;2024;2.584,7
Jornada a tiempo completo;17 Rioja, La;Total;2023;2.459,5
Jornada a tiempo completo;17 Rioja, La;Total;2022;2.264,3
Jornada a tiempo completo;17 Rioja, La;Total;2021;2.094,3
Jornada a tiempo completo;17 Rioja, La;Total;2020;2.141,0
Jornada a tiempo completo;17 Rioja, La;Total;2019;2.204,5
Jornada a tiempo completo;17 Rioja, La;Total;2018;2.079,2
Jornada a tiempo completo;17 Rioja, La;Total;2017;2.023,4
Jornada a tiempo completo;17 Rioja, La;Total;2016;1.997,5
Jornada a tiempo completo;17 Rioja, La;Total;2015;2.021,7
Jornada a tiempo completo;17 Rioja, La;Total;2014;2.029,3
Jornada a tiempo completo;17 Rioja, La;Total;2013;2.069,7
Jornada a tiempo completo;17 Rioja, La;Total;2012;2.052,9
Jornada a tiempo completo;17 Rioja, La;Total;2011;1.999,9
Jornada a tiempo completo;17 Rioja, La;Total;2010;2.015,7
Jornada a tiempo completo;17 Rioja, La;Total;2009;1.939,0
Jornada a tiempo completo;17 Rioja, La;Total;2008;1.862,1
Jornada a tiempo completo;17 Rioja, La;Total;2007;1.831,8
Jornada a tiempo completo;17 Rioja, La;Total;2006;1.670,7
Jornada a tiempo completo;17 Rioja, La;1;2024;997,7
Jornada a tiempo completo;17 Rioja, La;1;2023;986,7
Jornada a tiempo completo;17 Rioja, La;1;2022;885,0
Jornada a tiempo completo;17 Rioja, La;1;2021;786,9
Jornada a tiempo completo;17 Rioja, La;1;2020;810,0
Jornada a tiempo completo;17 Rioja, La;1;2019;799,8
Jornada a tiempo completo;17 Rioja, La;1;2018;672,5
Jornada a tiempo completo;17 Rioja, La;1;2017;664,3
Jornada a tiempo completo;17 Rioja, La;1;2016;539,1
Jornada a tiempo completo;17 Rioja, La;1;2015;..
Jornada a tiempo completo;17 Rioja, La;1;2014;623,6
Jornada a tiempo completo;17 Rioja, La;1;2013;586,1
Jornada a tiempo completo;17 Rioja, La;1;2012;596,7
Jornada a tiempo completo;17 Rioja, La;1;2011;655,1
Jornada a tiempo completo;17 Rioja, La;1;2010;664,0
Jornada a tiempo completo;17 Rioja, La;1;2009;627,4
Jornada a tiempo completo;17 Rioja, La;1;2008;662,3
Jornada a tiempo completo;17 Rioja, La;1;2007;672,8
Jornada a tiempo completo;17 Rioja, La;1;2006;590,0
Jornada a tiempo completo;17 Rioja, La;2;2024;1.301,8
Jornada a tiempo completo;17 Rioja, La;2;2023;1.230,4
Jornada a tiempo completo;17 Rioja, La;2;2022;1.157,9
Jornada a tiempo completo;17 Rioja, La;2;2021;1.039,6
Jornada a tiempo completo;17 Rioja, La;2;2020;1.005,2
Jornada a tiempo completo;17 Rioja, La;2;2019;1.039,8
Jornada a tiempo completo;17 Rioja, La;2;2018;939,0
Jornada a tiempo completo;17 Rioja, La;2;2017;910,6
Jornada a tiempo completo;17 Rioja, La;2;2016;852,7
Jornada a tiempo completo;17 Rioja, La;2;2015;799,2
Jornada a tiempo completo;17 Rioja, La;2;2014;836,0
Jornada a tiempo completo;17 Rioja, La;2;2013;837,8
Jornada a tiempo completo;17 Rioja, La;2;2012;897,1
Jornada a tiempo completo;17 Rioja, La;2;2011;885,5
Jornada a tiempo completo;17 Rioja, La;2;2010;940,0
Jornada a tiempo completo;17 Rioja, La;2;2009;905,4
Jornada a tiempo completo;17 Rioja, La;2;2008;888,0
Jornada a tiempo completo;17 Rioja, La;2;2007;884,0
Jornada a tiempo completo;17 Rioja, La;2;2006;819,9
Jornada a tiempo completo;17 Rioja, La;3;2024;1.488,6
Jornada a tiempo completo;17 Rioja, La;3;2023;1.432,9
Jornada a tiempo completo;17 Rioja, La;3;2022;1.345,6
Jornada a tiempo completo;17 Rioja, La;3;2021;1.265,0
Jornada a tiempo completo;17 Rioja, La;3;2020;1.235,8
Jornada a tiempo completo;17 Rioja, La;3;2019;1.215,3
Jornada a tiempo completo;17 Rioja, La;3;2018;1.165,1
Jornada a tiempo completo;17 Rioja, La;3;2017;1.147,3
Jornada a tiempo completo;17 Rioja, La;3;2016;1.129,8
Jornada a tiempo completo;17 Rioja, La;3;2015;1.139,1
Jornada a tiempo completo;17 Rioja, La;3;2014;1.103,7
